,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_video_day,all_action_count,last_action,all_action_day,register_type,device_type,register_day,multi
150,10029,0,1,6,0,0,0,2,6,1,3,15,5,4|1|5
151,10079,1,2,8,0,0,0,11,8,1,1,14,6,8|4|9
152,10142,0,1,9,0,0,0,3,9,1,1,2,8,6|3|7
153,10184,0,5,6,0,0,0,792,6,5,1,74,1,7|9|7
154,10260,0,1,15,0,0,0,12,15,1,0,120,14,10|10|8
155,10278,1,5,16,0,0,0,46,16,4,0,65,9,1|2|2
156,10442,0,1,14,1,14,1,229,14,1,1,743,13,7|10|7
157,10451,0,1,8,0,0,0,19,9,2,1,457,7,6|6|5
158,10578,0,2,16,1,16,1,199,16,2,1,26,14,6|1|7
159,10580,0,2,7,0,0,0,32,6,1,0,387,5,7|7|1
160,10604,0,1,13,0,0,0,56,13,1,1,190,12,3|5|3
161,10647,1,7,16,0,0,0,39,16,7,2,129,3,2|5|1
162,10776,1,2,14,0,0,0,272,14,2,1,3410,12,8|8|5
163,10825,0,3,8,6,4,1,55,6,2,3,706,3,7|7|1
164,10913,0,1,9,0,0,0,0,0,0,0,97,8,4|7|1
165,10964,1,2,16,3,16,2,39,16,2,3,0,11,9|2|8
166,11004,1,8,16,0,0,0,2087,16,8,1,134,6,2|10|8
167,11076,1,1,13,0,0,0,21,13,1,1,191,12,5|10|7
168,11125,0,1,9,0,0,0,0,0,0,5,10,8,4|6|2
169,11144,1,1,16,0,0,0,590,16,1,0,10,15,3|8|7
170,11269,0,1,13,0,0,0,3,13,1,0,31,12,2|8|4
171,11283,0,1,3,0,0,0,0,0,0,2,2,2,2|1|10
172,11335,0,3,15,1,14,1,139,15,3,0,63,12,3|4|5
173,11397,1,1,16,0,0,0,9,16,1,0,5,15,6|6|4
174,11424,0,1,16,0,0,0,0,0,0,1,167,15,3|7|8
175,11494,0,1,14,0,0,0,27,14,1,0,0,13,10|3|1
176,11509,0,6,15,0,0,0,1101,15,6,1,2,3,6|9|2
177,11520,1,2,15,0,0,0,49,15,2,2,97,9,3|4|6
178,11589,0,3,3,0,0,0,34,3,3,2,89,0,10|5|3
179,11597,1,3,6,0,0,0,78,6,3,2,8,2,8|2|4
180,11608,0,8,14,1,5,1,302,14,8,0,67,4,3|7|1
181,11671,0,1,5,0,0,0,26,5,1,1,10,4,3|10|2
182,11672,1,7,16,0,0,0,757,16,7,2,8,2,10|2|6
183,11680,1,6,16,0,0,0,102,16,6,0,19,7,3|7|1
184,11739,1,4,16,0,0,0,5,14,1,1,12,11,2|3|8
185,11755,0,2,16,0,0,0,18,16,2,2,7,14,9|2|8
186,11761,1,11,13,0,0,0,325,13,11,1,577,0,5|9|8
187,11823,1,4,13,0,0,0,24,13,3,2,17,6,4|1|8
188,11892,1,9,16,0,0,0,1403,16,9,1,104,5,5|4|7
189,12017,1,6,14,0,0,0,249,14,6,0,82,8,9|10|2
190,12090,0,1,11,0,0,0,2,11,1,1,2,10,5|7|1
191,12105,0,1,12,0,0,0,14,12,1,2,4,11,5|9|3
192,12127,1,4,16,0,0,0,403,16,4,2,9212,12,3|7|9
193,12209,0,5,13,2,13,1,66,13,5,2,10,2,7|5|2
194,12354,1,4,9,1,3,1,556,9,4,0,9,2,6|7|3
195,12403,0,1,3,0,0,0,0,0,0,0,300,2,5|8|8
196,12413,0,1,13,0,0,0,0,0,0,4,393,12,2|7|9
197,12433,1,8,16,0,0,0,72,15,5,0,26,2,9|6|1
198,12438,1,1,16,0,0,0,169,16,1,0,292,15,9|8|1
199,12642,1,3,14,0,0,0,243,14,3,0,77,11,6|6|2
200,12697,1,8,16,1,9,1,691,16,8,2,12,8,8|7|6
201,12750,0,1,16,0,0,0,22,16,1,1,4495,15,1|2|1
202,12886,1,2,16,0,0,0,199,15,1,1,75,14,6|7|5
203,12917,0,2,14,0,0,0,343,14,2,0,37,12,7|4|7
204,12929,1,2,11,0,0,0,2,11,1,0,8,5,9|6|1
205,13103,0,1,13,0,0,0,6,13,1,0,5,12,1|1|10
206,13153,0,1,13,0,0,0,46,13,1,2,31,12,7|5|3
207,13216,0,1,13,0,0,0,110,13,1,0,50,12,2|4|9
208,13224,1,3,14,4,14,3,85,14,3,1,146,5,10|6|6
209,13279,1,10,16,0,0,0,1,5,1,6,852,4,9|1|10
210,13345,0,3,8,1,3,1,5,8,3,5,438,1,1|6|6
211,13362,1,2,16,0,0,0,104,16,2,2,263,14,5|10|1
212,13402,0,1,4,0,0,0,37,4,1,1,289,3,5|3|5
213,13496,1,3,16,0,0,0,92,16,3,0,8,13,7|10|5
214,13512,1,1,16,0,0,0,28,16,1,1,5,15,3|3|6
215,13655,1,2,16,0,0,0,12,16,1,0,150,9,7|3|3
216,13765,1,2,10,0,0,0,27,10,2,1,5,8,3|9|5
217,13776,1,4,16,0,0,0,210,16,4,1,270,12,10|4|1
218,13781,0,9,16,6,11,3,1650,16,9,0,56,5,1|8|1
219,13891,1,3,15,0,0,0,78,15,3,0,659,7,2|2|6
220,14031,1,11,15,0,0,0,999,15,11,2,157,3,4|8|9
221,14077,0,1,10,0,0,0,3,10,1,0,19,9,1|6|5
222,14096,0,2,9,0,0,0,6,6,1,1,159,5,10|5|7
223,14164,0,1,6,0,0,0,0,0,0,5,10,5,4|7|8
224,14180,1,7,16,0,0,0,1116,16,7,2,4,0,2|1|3
225,14276,0,1,1,0,0,0,7,1,1,0,493,0,7|4|5
226,14385,0,1,6,0,0,0,0,0,0,0,25,5,2|3|8
227,14467,0,2,10,0,0,0,2,10,1,1,100,8,7|5|6
228,14565,0,1,7,0,0,0,58,7,1,1,498,6,9|7|1
229,14573,1,8,16,0,0,0,744,14,6,0,413,8,10|1|6
230,14854,1,2,16,0,0,0,0,0,0,0,10,14,5|1|4
231,14855,1,1,7,0,0,0,3,7,1,0,21,6,1|10|7
232,14903,0,1,4,0,0,0,3,4,1,0,8,3,2|3|9
233,15083,0,1,2,0,0,0,0,0,0,2,389,1,7|6|7
234,15095,1,1,15,0,0,0,150,15,1,2,0,14,1|9|4
235,15140,0,1,13,0,0,0,3,13,1,1,507,12,6|1|2
236,15157,1,12,15,0,0,0,485,15,12,2,4,1,1|5|2
237,15408,0,1,14,0,0,0,13,14,1,0,312,13,4|3|2
238,15423,1,2,16,0,0,0,217,16,2,1,336,14,3|6|2
239,15424,1,4,16,0,0,0,410,16,4,1,649,6,7|2|6
240,15485,0,1,14,0,0,0,1,14,1,0,15,13,7|9|2
241,15520,0,2,5,0,0,0,10,5,2,0,178,0,10|8|2
242,15530,0,1,16,0,0,0,15,16,1,0,42,15,8|7|5
243,15549,0,3,7,0,0,0,161,7,3,1,225,4,1|8|8
244,15573,1,2,15,0,0,0,128,15,2,0,304,13,10|10|9
245,15609,0,2,6,0,0,0,48,6,2,0,8,3,5|7|9
246,15693,1,3,16,0,0,0,394,16,3,2,2,13,5|6|7
247,15717,0,1,5,0,0,0,0,0,0,1,234,4,7|8|2
248,15741,0,1,7,0,0,0,4,7,1,0,159,6,4|7|3
249,15770,1,2,16,0,0,0,432,16,2,0,0,14,3|10|3
250,15780,1,9,16,1,15,1,417,16,7,1,30,0,2|4|6
251,15848,1,1,13,0,0,0,12,13,1,1,524,12,3|5|3
252,15929,1,7,15,0,0,0,606,15,5,0,215,5,9|4|4
253,15991,0,2,6,0,0,0,41,6,2,0,327,0,5|6|4
254,16051,0,1,13,0,0,0,146,13,1,1,16,12,2|6|7
255,16104,1,1,5,0,0,0,1,5,1,2,15,4,7|10|6
256,16111,1,1,4,0,0,0,0,0,0,2,13,3,4|1|1
257,16133,1,1,8,0,0,0,2,8,1,1,7,7,2|3|2
258,16251,1,4,16,0,0,0,499,16,4,0,2,11,4|5|5
259,16327,0,1,16,0,0,0,6,16,1,0,81,15,1|9|9
260,16342,1,1,16,0,0,0,231,16,1,1,434,15,7|2|3
261,16363,1,2,16,0,0,0,10,15,1,0,268,14,9|9|5
262,16366,1,12,16,0,0,0,397,16,11,0,93,2,8|4|2
263,16463,1,2,16,0,0,0,168,16,2,0,10,14,4|9|3
264,16488,0,1,10,0,0,0,0,0,0,0,0,9,5|5|3
265,16522,1,5,15,0,0,0,305,15,5,0,454,10,4|9|3
266,16549,0,1,12,0,0,0,0,0,0,0,4,11,2|7|4
267,16591,0,3,16,1,14,1,198,16,3,0,201,13,2|10|7
268,16646,1,1,4,0,0,0,0,0,0,1,42,3,9|1|1
269,16677,0,1,6,0,0,0,6,6,1,0,124,5,5|3|4
270,16766,1,13,16,0,0,0,907,16,13,0,328,3,4|10|1
271,16780,1,7,15,0,0,0,139,15,5,0,34,4,10|7|6
272,16793,1,1,16,0,0,0,12,16,1,1,6,15,4|9|8
273,16861,0,4,7,0,0,0,311,7,4,2,28,2,9|8|6
274,16896,0,7,13,0,0,0,408,13,6,1,16,4,8|1|3
275,16951,1,3,16,0,0,0,133,16,3,0,36,13,8|7|9
276,16954,0,1,13,0,0,0,0,0,0,1,6,12,1|6|10
277,16956,1,13,16,9,16,6,307,16,12,1,60,1,4|9|9
278,16957,1,3,16,0,0,0,120,16,3,0,552,13,4|9|5
279,16967,0,3,16,0,0,0,60,16,3,1,250,9,2|9|4
280,17062,1,7,16,10,16,5,639,16,7,2,12,8,4|10|3
281,17097,0,1,10,0,0,0,82,10,1,1,151,9,7|10|3
282,17123,0,1,1,0,0,0,33,1,1,0,2,0,10|6|8
283,17258,1,5,16,0,0,0,1173,16,5,0,87,11,3|9|1
284,17296,1,6,14,1,14,1,156,14,5,1,18,6,1|7|3
285,17336,0,4,8,1,5,1,0,0,0,0,174,4,8|3|4
286,17487,1,12,16,0,0,0,1690,16,12,1,704,4,9|10|3
287,17492,1,3,15,0,0,0,237,15,3,1,929,12,3|7|9
288,17514,0,1,4,0,0,0,0,0,0,1,2,3,5|6|1
289,17620,0,5,12,0,0,0,1797,12,5,2,165,4,9|3|7
290,17626,1,4,15,0,0,0,68,15,3,1,14,7,9|6|10
291,17648,0,1,9,0,0,0,6,9,1,0,5,8,8|2|8
292,17751,0,5,14,0,0,0,67,14,4,0,86,3,3|7|5
293,17793,1,1,11,0,0,0,19,11,1,0,6,10,8|3|4
294,17921,1,2,16,0,0,0,382,16,1,0,28,14,4|2|9
295,17964,0,1,12,0,0,0,10,12,1,0,0,11,8|2|9
296,18017,1,9,16,0,0,0,743,16,9,0,9,2,3|9|4
297,18352,0,1,11,0,0,0,5,11,1,0,7,10,9|10|9
298,18430,0,1,5,0,0,0,0,0,0,0,179,4,9|7|4
299,18568,1,8,16,0,0,0,182,15,6,0,10,8,3|5|6
300,18695,0,1,14,0,0,0,24,14,1,2,10,13,10|1|9
301,18810,0,1,6,0,0,0,4,6,1,0,15,5,3|4|5
302,18852,1,8,16,0,0,0,851,16,8,0,65,6,3|7|6
303,18924,1,3,15,0,0,0,3,14,1,1,231,11,7|4|4
304,19029,1,3,14,0,0,0,115,14,3,1,217,6,4|1|8
305,19193,1,2,16,5,16,2,1298,16,2,2,97,14,4|3|2
306,19229,0,2,11,0,0,0,183,11,2,1,7,9,9|8|8
307,19245,1,4,14,0,0,0,242,14,4,0,3,6,6|1|5
308,19293,0,2,12,0,0,0,22,12,1,1,412,10,8|2|5
309,19326,1,10,16,6,16,4,896,16,10,0,2038,6,2|6|8
310,19462,1,9,16,0,0,0,219,16,8,0,50,2,6|1|1
311,19526,1,5,13,0,0,0,250,13,4,0,15,7,2|4|10
312,19629,1,2,7,0,0,0,122,7,2,1,58,2,8|4|8
313,19682,0,1,13,0,0,0,0,0,0,0,27,12,4|8|4
314,19727,0,1,11,0,0,0,17,11,1,1,24,10,5|3|9
315,19805,1,8,16,3,9,2,698,16,8,2,30,4,2|6|1
316,19855,1,2,15,0,0,0,7,14,1,0,17,13,8|6|5
317,19887,1,4,16,0,0,0,276,16,4,0,24,12,5|8|10
318,19890,0,2,14,0,0,0,90,1,1,1,117,0,10|5|3
319,19944,0,1,7,2,7,1,1,7,1,2,488,6,3|6|3
320,19991,0,1,5,0,0,0,8,5,1,1,12,4,9|10|4
321,20033,1,4,16,0,0,0,827,16,4,1,237,12,6|5|4
322,20100,1,2,16,1,15,1,650,16,2,0,255,14,7|10|4
323,20127,1,1,16,0,0,0,1,16,1,0,61,15,6|2|8
324,20221,1,8,16,3,9,2,1761,16,8,1,38,7,8|9|6
325,20255,1,8,16,0,0,0,1493,16,8,1,138,8,1|9|7
326,20302,1,3,16,0,0,0,113,16,3,0,50,13,8|10|9
327,20309,1,4,16,0,0,0,144,16,4,0,0,12,3|9|2
328,20429,0,1,4,0,0,0,73,4,1,0,250,3,6|7|7
329,20535,1,4,14,0,0,0,40,14,2,0,180,9,9|4|10
330,20568,1,3,16,0,0,0,337,16,3,1,165,10,3|5|10
331,20586,0,1,13,0,0,0,2,13,1,1,248,12,5|5|2
332,20595,0,3,7,0,0,0,268,7,3,0,520,4,5|9|5
333,20624,1,6,16,0,0,0,327,16,6,0,58,10,6|7|2
334,20686,1,2,14,0,0,0,106,14,2,2,2,12,3|10|6
335,20688,0,2,16,0,0,0,0,0,0,1,12,14,8|1|2
336,20746,0,8,16,0,0,0,1479,16,9,0,88,7,9|2|4
337,20760,0,1,13,0,0,0,0,0,0,0,0,12,5|4|8
338,20831,1,10,16,0,0,0,127,15,9,0,200,6,4|6|3
339,20878,0,1,2,0,0,0,0,0,0,1,7,1,9|5|2
340,20917,0,1,4,0,0,0,0,0,0,1,318,3,10|6|8
341,20924,1,2,14,0,0,0,17,14,2,1,8429,12,9|2|1
342,20977,0,1,9,0,0,0,26,9,1,4,107,8,10|4|1
343,21084,1,5,16,0,0,0,259,16,5,1,192,11,1|8|6
344,21106,1,15,15,3,2,2,1686,15,15,1,0,0,9|2|2
345,21178,1,4,16,0,0,0,470,16,4,2,0,12,2|6|4
346,21187,1,5,16,2,16,2,1346,16,5,1,9,11,3|6|6
347,21277,1,3,16,0,0,0,1,8,1,1,490,7,2|9|10
348,21384,0,1,10,0,0,0,126,10,1,0,52,9,4|7|7
349,21425,1,3,16,0,0,0,169,16,3,1,1200,13,4|1|2
350,21427,1,3,15,0,0,0,219,15,2,1,337,6,1|6|3
351,21459,1,3,12,0,0,0,3,10,1,1,7,9,8|1|10
352,21463,0,1,15,0,0,0,1,15,1,2,186,14,6|7|2
353,21467,1,11,16,0,0,0,368,16,11,0,8,1,10|8|9
354,21469,1,1,16,0,0,0,0,0,0,0,56,15,7|7|2
355,21470,0,1,3,0,0,0,0,0,0,4,30,2,5|1|2
356,21547,0,1,1,0,0,0,0,0,0,0,66,0,6|5|4
357,21561,0,7,14,0,0,0,1080,14,7,1,4618,4,2|7|5
358,21680,1,4,16,2,16,1,61,16,3,0,7,10,4|7|10
359,21691,0,1,16,0,0,0,13,16,1,7,300,15,9|2|10
360,21818,1,4,16,0,0,0,626,16,4,0,1669,12,1|2|6
361,21916,0,2,8,0,0,0,97,8,2,1,222,6,5|7|4
362,22135,1,15,16,0,0,0,108,15,7,2,6,1,8|4|10
363,22221,1,6,9,0,0,0,710,8,5,0,3060,3,7|9|6
364,22237,0,1,3,0,0,0,14,3,1,1,154,2,7|5|3
365,22248,0,1,13,0,0,0,0,0,0,5,644,12,5|3|3
366,22315,1,9,16,0,0,0,1846,16,9,1,108,2,8|8|10
367,22332,1,7,16,0,0,0,375,16,6,0,82,7,3|5|6
368,22444,1,2,16,0,0,0,2,14,1,0,1029,13,5|3|7
369,22486,1,11,16,0,0,0,270,16,10,0,2,1,5|1|1
370,22518,1,13,16,0,0,0,1040,16,13,0,16,3,2|5|1
371,22519,0,4,7,0,0,0,32,4,2,0,264,2,6|1|8
372,22549,1,9,16,0,0,0,1530,16,9,2,102,5,3|3|5
373,22550,0,1,3,0,0,0,0,0,0,1,89,2,2|1|9
374,22561,1,5,15,6,12,2,269,15,5,1,139,10,10|2|8
375,22702,1,3,16,0,0,0,72,16,3,2,19,5,3|5|2
376,22817,1,3,16,0,0,0,283,16,3,2,0,13,4|1|7
377,22860,0,1,3,0,0,0,45,3,1,1,276,2,3|9|10
378,22895,0,4,14,0,0,0,37,8,2,2,3,0,10|7|2
379,22959,0,4,15,0,0,0,375,15,3,1,241,6,2|9|6
380,23151,0,1,2,0,0,0,12,2,1,0,55,1,8|3|6
381,23177,1,1,9,0,0,0,4,9,1,0,28,8,4|10|5
382,23190,0,1,13,0,0,0,0,0,0,1,14,12,3|4|7
383,23202,1,3,16,0,0,0,467,16,3,0,10,13,1|10|3
384,23246,0,1,14,0,0,0,4,14,1,1,1896,13,8|2|8
385,23318,1,5,16,0,0,0,1,10,1,6,801,9,10|6|9
386,23427,1,3,12,0,0,0,139,12,3,2,2,9,6|2|8
387,23428,1,1,3,0,0,0,15,3,1,0,7,2,5|6|9
388,23514,0,2,13,2,13,2,0,0,0,2,4,2,9|10|1
389,23596,0,2,3,0,0,0,84,3,1,0,313,1,3|6|7
390,23716,1,1,16,0,0,0,13,16,1,2,493,15,2|2|2
391,23766,1,4,16,1,3,1,26,16,2,0,193,2,1|3|3
392,23801,0,2,14,0,0,0,19,13,1,1,147,12,8|6|8
393,23821,1,6,15,3,12,2,315,15,6,2,137,0,4|8|9
394,23823,1,7,16,4,13,3,3625,16,7,0,20,9,6|3|2
