,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_video_day,all_action_count,last_action,all_action_day,register_type,device_type,register_day,multi
69,3470,1,1,16,0,0,0,177,16,1,0,49,15,6|3|5
70,3541,1,3,16,0,0,0,399,16,3,1,19,12,3|8|7
71,3579,0,4,15,0,0,0,81,15,4,1,140,6,9|10|5
72,3598,1,2,14,2,6,1,36,14,2,0,8,5,9|9|1
73,3635,1,4,16,0,0,0,88,15,3,2,15,10,10|2|8
74,3662,0,2,12,0,0,0,30,12,2,2,41,10,5|10|5
75,3666,0,2,14,0,0,0,16,14,2,0,34,12,5|7|5
76,3678,1,13,16,2,6,1,428,16,12,0,0,-1,3|6|5
77,3684,0,1,15,0,0,0,0,0,0,3,4047,14,1|1|2
78,3780,0,1,7,0,0,0,42,7,1,0,0,6,8|2|9
79,3812,1,13,16,0,0,0,1261,16,13,0,59,3,7|10|5
80,3814,1,5,16,2,16,1,211,16,4,1,3345,4,9|3|1
81,3852,0,1,16,0,0,0,1,16,1,1,6,15,2|1|9
82,3856,1,4,16,0,0,0,0,0,0,0,0,-1,4|1|8
83,3909,0,3,7,0,0,0,22,7,3,6,718,4,8|8|6
84,3916,0,5,7,0,0,0,366,7,5,0,417,0,3|8|10
85,3966,1,3,4,3,4,2,10,4,3,0,213,1,5|10|8
86,3970,0,1,8,0,0,0,0,0,0,1,2,7,10|8|2
87,3971,0,2,3,0,0,0,240,3,2,0,492,1,4|8|2
88,4014,0,1,1,0,0,0,80,1,1,0,0,-1,8|10|9
89,4024,0,1,16,0,0,0,0,0,0,5,61,15,2|7|6
90,4165,1,11,16,0,0,0,686,16,10,0,0,-1,1|5|3
91,4183,1,1,9,0,0,0,1,9,1,2,1586,8,3|5|9
92,4203,1,2,16,0,0,0,99,16,2,1,1146,14,5|10|10
93,4250,0,1,16,0,0,0,0,0,0,1,1435,15,6|2|1
94,4295,1,11,16,0,0,0,1535,16,11,0,7,3,8|1|5
95,4436,1,3,16,0,0,0,1094,16,3,0,8,13,1|6|1
96,4458,1,2,16,0,0,0,83,16,2,0,463,6,10|8|4
97,4529,0,2,5,0,0,0,8,5,2,0,0,-1,7|8|2
98,4549,0,5,15,0,0,0,62,15,5,0,6,8,2|9|5
99,4662,0,1,2,0,0,0,0,0,0,0,0,-1,2|4|10
100,4707,1,5,12,0,0,0,394,12,5,1,20,3,3|7|4
101,4753,1,2,16,0,0,0,530,16,2,0,9,14,7|5|6
102,4764,1,2,15,0,0,0,83,15,2,1,26,13,2|10|4
103,4766,1,3,14,0,0,0,506,14,3,2,0,11,2|2|7
104,4827,1,7,16,0,0,0,809,16,7,0,22,9,9|3|5
105,4949,0,2,12,0,0,0,14,12,1,1,1089,10,3|3|9
106,4962,1,1,16,0,0,0,353,16,1,1,73,15,2|4|8
107,5100,0,1,7,0,0,0,2,7,1,1,16,6,7|10|8
108,5161,1,7,16,0,0,0,736,16,7,0,97,8,2|7|2
109,5173,0,2,10,0,0,0,21,10,2,0,0,1,4|5|1
110,5176,0,1,16,0,0,0,61,16,1,2,2120,15,5|2|4
111,5292,1,10,16,0,0,0,452,16,10,2,35,4,4|4|6
112,5311,1,4,15,0,0,0,387,15,4,0,255,11,9|7|6
113,5316,0,1,15,0,0,0,0,0,0,0,7,14,6|8|7
114,5320,1,6,16,1,16,1,635,16,6,0,506,10,10|6|9
115,5337,0,1,15,0,0,0,1,15,1,0,13,14,10|5|8
116,5390,0,4,4,0,0,0,11,3,3,1,68,0,10|3|2
117,5411,1,2,14,0,0,0,6,13,1,0,14,12,6|1|1
118,5428,0,2,5,0,0,0,17,3,1,0,23,2,4|3|4
119,5494,0,2,4,0,0,0,199,4,3,0,124,0,5|6|6
120,5519,0,2,10,0,0,0,61,10,2,2,8,8,7|2|10
121,5555,0,1,16,1,16,1,9,16,1,1,3,15,8|3|4
122,5574,0,6,8,0,0,0,48,8,5,0,26,2,8|3|7
123,5648,0,2,10,0,0,0,26,9,1,0,104,8,4|3|10
124,5763,1,12,16,0,0,0,390,16,12,0,5,4,2|5|9
125,5773,0,1,15,0,0,0,51,15,1,1,42,14,8|10|2
126,5920,1,2,16,7,16,2,545,16,2,1,1185,14,5|8|10
127,6006,0,6,15,0,0,0,26,15,4,1,40,1,9|8|1
128,6134,0,1,12,0,0,0,3,12,1,1,369,11,8|3|7
129,6213,0,1,9,0,0,0,26,9,1,0,29,8,2|8|1
130,6337,0,1,10,0,0,0,0,0,0,4,27,9,9|5|1
131,6416,0,1,9,0,0,0,0,0,0,1,72,8,2|6|8
132,6442,0,1,13,0,0,0,63,13,1,0,0,12,3|6|5
133,6478,1,16,16,0,0,0,3568,16,16,0,0,-1,6|1|6
134,6616,1,3,12,0,0,0,1,8,1,0,2548,2,5|5|8
135,6694,1,8,12,0,0,0,228,12,8,0,0,-1,2|2|6
136,6749,0,1,12,0,0,0,1,12,1,0,1893,11,9|1|3
137,6784,0,3,9,2,7,1,32,9,3,1,35,6,6|9|3
138,6912,0,1,7,0,0,0,45,7,1,1,129,6,6|5|8
139,6991,1,2,16,0,0,0,115,16,2,1,385,14,10|3|4
140,7063,1,5,16,0,0,0,400,16,5,0,9,11,2|5|2
141,7129,0,1,10,3,10,1,14,10,1,4,2,9,9|6|2
142,7289,1,5,14,0,0,0,329,14,5,0,0,-1,7|6|7
143,7309,0,2,11,0,0,0,20,9,1,1,19,8,10|10|4
144,7313,0,7,15,0,0,0,312,15,6,2,11,5,9|5|10
145,7333,0,2,11,0,0,0,13,11,2,2,256,4,2|7|3
146,7377,0,3,16,0,0,0,33,16,3,0,16,0,4|6|3
147,7415,0,1,12,0,0,0,5,12,1,2,7,11,3|8|7
148,7441,0,7,15,0,0,0,1209,10,4,1,290,6,5|5|7
149,7452,0,2,15,4,15,1,393,15,2,0,10,13,10|5|10
150,7505,1,5,15,0,0,0,176,15,5,0,7,6,7|5|3
151,7573,1,2,15,0,0,0,717,15,2,1,751,13,4|5|4
152,7593,1,1,8,0,0,0,0,0,0,0,0,-1,4|2|4
153,7675,0,1,16,0,0,0,6,16,1,0,287,15,8|6|5
154,7746,1,8,14,0,0,0,781,14,8,4,208,4,2|9|4
155,7839,0,1,6,0,0,0,69,6,1,0,4,5,10|10|6
156,7877,0,1,15,0,0,0,103,15,1,0,222,14,9|10|6
157,7936,1,16,16,0,0,0,1632,16,16,0,0,-1,7|10|8
158,7946,1,3,13,0,0,0,715,12,2,0,179,10,1|4|7
159,7985,1,5,9,0,0,0,131,9,5,0,0,-1,5|7|9
160,8162,1,9,16,1,13,1,241,13,4,0,0,-1,10|5|10
161,8234,1,7,16,0,0,0,430,16,7,0,0,-1,1|10|9
162,8238,0,2,15,0,0,0,426,15,2,0,45,10,7|1|3
163,8247,1,11,16,1,12,1,1544,16,11,0,0,-1,4|4|1
164,8369,1,1,16,0,0,0,673,16,1,0,75,15,8|4|8
165,8550,1,15,16,0,0,0,452,16,16,0,0,-1,3|6|10
166,8709,0,3,13,2,12,2,347,13,3,1,70,10,4|1|4
167,8770,0,1,6,0,0,0,3,6,1,1,26,5,1|6|9
168,8784,0,3,12,0,0,0,222,12,3,0,19,9,1|9|2
169,8817,1,4,14,15,14,4,545,14,4,4,2,10,3|6|3
170,8968,1,2,14,0,0,0,67,13,1,0,21,12,1|8|2
171,9014,1,4,16,0,0,0,187,16,4,1,14,6,8|7|1
172,9059,0,4,16,0,0,0,55,16,4,0,0,-1,10|6|6
173,9077,1,13,16,2,15,2,920,16,13,0,0,-1,1|2|10
174,9105,1,8,10,0,0,0,176,10,7,2,15,1,10|7|5
175,9173,0,1,6,0,0,0,5,6,1,1,3003,5,2|10|8
176,9264,1,3,15,1,13,1,206,15,3,0,29,12,4|3|2
177,9265,0,1,14,0,0,0,23,14,1,1,9,13,4|6|3
178,9321,1,6,16,0,0,0,1528,16,6,2,7,10,8|8|7
179,9338,1,1,11,0,0,0,12,11,1,0,18,10,5|5|7
180,9340,0,1,3,0,0,0,0,0,0,0,72,2,6|4|8
181,9375,0,3,12,5,8,2,0,0,0,0,8,6,10|5|3
182,9400,1,5,15,0,0,0,987,15,5,0,91,7,9|4|10
183,9415,0,1,7,0,0,0,0,0,0,5,223,6,4|8|9
184,9473,0,2,15,0,0,0,6,6,1,0,16,5,10|3|5
185,9498,1,6,16,0,0,0,53,16,6,0,408,2,8|10|6
186,9510,0,1,10,1,10,1,8,10,1,2,29,9,9|7|3
187,9513,1,14,16,0,0,0,1756,16,11,0,0,-1,9|5|5
188,9514,0,7,8,0,0,0,366,8,7,0,0,-1,10|6|8
189,9527,1,4,16,0,0,0,229,16,4,0,76,12,1|6|8
190,9532,0,2,13,0,0,0,58,13,2,2,0,11,3|6|10
191,9553,1,6,16,14,16,4,2498,16,6,0,21,10,9|4|10
192,9554,0,1,13,0,0,0,18,13,1,3,10,12,4|1|1
193,9620,0,1,12,1,12,1,63,12,1,1,17,11,6|4|10
194,9723,0,1,15,0,0,0,4,15,1,1,18,14,5|1|10
195,9734,0,4,12,0,0,0,600,12,4,1,142,5,4|9|2
196,9788,1,16,16,1,10,1,1506,16,16,2,2743,0,3|10|2
197,9799,0,1,5,0,0,0,90,5,1,1,50,4,8|5|8
198,9809,0,3,13,0,0,0,2,13,2,1,198,5,3|8|7
199,9816,1,16,16,0,0,0,561,16,16,0,0,-1,10|6|3
200,9851,0,2,15,0,0,0,0,0,0,2,993,13,10|1|8
201,9924,1,8,16,0,0,0,125,16,7,0,304,7,5|4|9
202,9962,0,1,6,0,0,0,0,0,0,0,0,5,3|1|9
203,10079,0,4,16,0,0,0,78,16,4,0,0,-1,5|9|4
204,10106,0,1,16,1,16,1,34,16,1,1,10,15,6|7|2
205,10142,0,1,2,0,0,0,3,2,1,1,2,1,7|1|4
206,10195,1,2,16,0,0,0,598,16,2,0,39,14,9|10|5
207,10204,1,2,16,0,0,0,504,16,2,0,333,14,5|2|1
208,10260,0,1,8,0,0,0,12,8,1,0,120,7,1|5|10
209,10278,1,8,16,0,0,0,68,16,6,0,65,2,9|1|5
210,10385,0,1,11,0,0,0,1,11,1,0,5,10,4|2|5
211,10399,1,1,16,0,0,0,71,16,1,1,260,15,6|8|7
212,10442,0,1,7,1,7,1,229,7,1,1,743,6,9|9|5
213,10451,0,1,1,0,0,0,19,2,2,1,457,0,8|9|6
214,10578,0,2,9,1,9,1,199,9,2,1,26,7,8|1|4
215,10604,0,1,6,0,0,0,56,6,1,1,190,5,7|1|7
216,10647,1,5,11,0,0,0,23,11,5,0,0,-1,5|3|7
217,10666,1,2,14,0,0,0,7,14,2,0,105,11,7|1|9
218,10667,0,1,15,0,0,0,100,15,1,2,594,14,3|7|6
219,10701,1,1,15,0,0,0,0,0,0,2,25382,14,4|3|6
220,10729,0,1,12,0,0,0,0,0,0,2,8,11,4|5|6
221,10736,1,1,16,0,0,0,181,16,1,1,46,15,4|3|6
222,10776,1,3,14,0,0,0,287,14,3,1,3410,5,9|8|10
223,10788,0,1,11,0,0,0,11,11,1,0,627,10,10|9|6
224,10807,1,7,16,0,0,0,675,16,6,0,8,9,8|9|5
225,10825,0,1,1,0,0,0,0,0,0,0,0,-1,7|9|10
226,10868,0,1,12,0,0,0,52,12,1,6,961,11,8|10|4
227,10892,1,7,16,0,0,0,540,16,6,0,652,9,5|3|6
228,10913,0,1,2,0,0,0,0,0,0,0,97,1,10|7|6
229,10945,1,3,16,0,0,0,190,16,3,1,477,12,4|4|3
230,10964,1,5,12,4,11,3,47,11,4,3,0,4,5|7|6
231,11004,1,14,16,0,0,0,2819,16,14,0,0,-1,4|10|9
232,11020,1,3,16,0,0,0,188,16,3,0,14,13,3|5|2
233,11076,1,2,14,0,0,0,28,14,2,1,191,5,7|1|4
234,11077,1,2,16,0,0,0,154,16,2,0,62,14,1|7|2
235,11125,0,1,2,0,0,0,0,0,0,5,10,1,5|4|4
236,11144,1,7,16,0,0,0,1715,16,7,0,10,8,3|1|7
237,11185,0,4,15,0,0,0,188,15,4,1,471,11,10|5|5
238,11269,0,1,6,0,0,0,3,6,1,0,31,5,2|4|1
239,11281,0,5,16,0,0,0,393,16,5,0,368,11,4|10|4
240,11335,0,3,8,1,7,1,139,8,3,0,63,5,6|10|8
241,11388,1,4,16,0,0,0,945,16,4,2,10,12,9|3|10
242,11397,1,4,15,0,0,0,67,15,3,0,5,8,6|6|1
243,11424,0,1,9,0,0,0,0,0,0,1,167,8,9|4|5
244,11494,0,1,7,0,0,0,27,7,1,0,0,6,6|10|5
245,11509,1,4,8,0,0,0,410,8,4,0,0,-1,8|8|9
246,11520,1,5,13,0,0,0,71,13,4,2,97,2,1|7|2
247,11561,0,1,16,0,0,0,0,0,0,2,2,15,6|4|9
248,11597,0,1,14,0,0,0,66,14,1,0,0,-1,3|3|6
249,11608,0,5,7,0,0,0,108,7,5,0,0,-1,6|4|7
250,11613,0,1,14,0,0,0,27,14,1,1,41,13,2|3|5
251,11663,1,4,16,0,0,0,252,16,4,0,6898,11,8|10|8
252,11672,1,8,16,0,0,0,573,16,7,0,0,-1,8|9|6
253,11680,1,10,14,0,0,0,169,12,9,0,19,0,3|3|10
254,11706,1,2,16,0,0,0,48,15,1,2,15,14,4|7|2
255,11725,1,5,16,0,0,0,75,16,5,0,87,11,3|7|2
256,11739,1,6,14,0,0,0,7,14,2,1,12,4,3|4|2
257,11755,0,2,9,0,0,0,18,9,2,2,7,7,3|6|7
258,11761,1,7,14,0,0,0,146,14,7,0,0,-1,10|10|8
259,11780,1,4,16,4,16,1,403,16,4,1,295,10,9|2|10
260,11782,1,2,14,0,0,0,25,14,2,0,0,12,1|2|4
261,11823,1,5,15,0,0,0,150,15,4,0,0,-1,2|6|8
262,11861,1,2,15,0,0,0,88,15,2,1,151,13,1|9|5
263,11877,0,1,13,0,0,0,1,13,1,1,1072,12,7|10|1
264,11892,1,11,16,0,0,0,1156,16,11,0,0,-1,5|7|3
265,12011,0,1,13,0,0,0,0,0,0,1,116,12,10|3|5
266,12017,0,7,11,0,0,0,258,11,7,0,82,1,2|6|4
267,12090,0,1,4,0,0,0,2,4,1,1,2,3,10|5|9
268,12105,0,1,5,0,0,0,14,5,1,2,4,4,3|7|9
269,12127,0,9,16,0,0,0,603,16,9,2,9212,5,1|3|10
270,12209,0,2,6,2,6,1,55,6,2,0,0,-1,3|7|2
271,12354,1,3,11,0,0,0,108,11,3,0,0,-1,5|8|6
272,12413,0,1,6,0,0,0,0,0,0,4,393,5,5|4|4
273,12433,1,10,16,0,0,0,69,16,7,0,0,-1,9|3|1
274,12438,1,3,15,0,0,0,510,15,3,0,292,8,1|9|1
275,12506,0,4,14,0,0,0,357,14,4,1,21,10,8|3|10
276,12533,0,1,12,0,0,0,0,0,0,2,75438,11,1|8|10
277,12633,0,1,11,0,0,0,4,11,1,1,91,10,8|8|1
278,12642,1,8,16,0,0,0,668,16,8,0,77,4,3|2|7
279,12697,1,15,16,2,14,2,2085,16,15,2,12,1,8|1|9
280,12708,0,1,13,0,0,0,0,0,0,0,8,12,6|8|5
281,12750,0,1,9,0,0,0,22,9,1,1,4495,8,7|6|9
282,12829,1,4,16,1,14,1,86,16,4,0,0,12,1|5|9
283,12833,0,1,14,0,0,0,3,14,1,6,694,13,1|3|10
284,12886,1,8,16,0,0,0,725,16,6,1,75,7,8|8|2
285,12917,0,2,7,0,0,0,343,7,2,0,37,5,7|3|2
286,12929,0,2,15,0,0,0,47,15,2,0,0,-1,7|9|9
287,12967,1,1,15,0,0,0,1,15,1,1,353,14,6|5|9
288,13094,0,2,13,0,0,0,45,13,2,1,41,11,10|4|10
289,13103,0,1,6,0,0,0,6,6,1,0,5,5,5|9|7
290,13153,0,1,6,0,0,0,46,6,1,2,31,5,1|7|6
291,13204,0,1,13,0,0,0,0,0,0,2,18870,12,7|8|5
292,13216,0,1,6,0,0,0,110,6,1,0,50,5,4|10|5
293,13224,1,5,16,5,16,4,356,16,5,0,0,-1,10|1|8
294,13279,1,16,16,0,0,0,0,0,0,0,0,-1,3|6|10
295,13345,0,1,1,0,0,0,2,1,1,0,0,-1,3|8|1
296,13362,1,7,16,0,0,0,507,16,7,2,263,7,3|5|8
297,13368,1,2,15,0,0,0,212,15,2,0,157,13,2|8|10
298,13442,1,2,14,0,0,0,8,14,2,0,3,12,2|5|7
299,13493,1,2,16,0,0,0,1118,16,2,0,94,14,8|9|7
300,13496,1,10,16,0,0,0,590,16,10,0,8,6,8|7|3
301,13512,1,2,14,0,0,0,29,14,2,1,5,8,8|4|1
302,13608,0,1,14,0,0,0,84,14,1,2,2,13,9|1|1
303,13655,1,8,15,0,0,0,613,15,7,0,150,2,5|6|8
304,13765,1,7,16,0,0,0,134,16,6,1,5,1,8|3|5
305,13776,1,9,16,0,0,0,623,16,9,1,270,5,1|8|1
306,13781,0,7,9,1,4,1,970,9,7,0,0,-1,10|1|4
307,13785,1,1,15,0,0,0,183,15,1,0,427,14,1|6|10
308,13891,1,5,16,1,13,1,187,16,5,0,659,0,1|2|8
309,13919,0,1,13,0,0,0,131,13,1,2,555,12,10|10|1
310,13943,0,2,13,0,0,0,77,13,2,0,76,10,7|2|7
311,14010,1,4,16,0,0,0,470,16,4,0,22,12,3|5|10
312,14031,1,15,16,0,0,0,1817,16,15,0,0,-1,3|1|7
313,14070,0,1,10,0,0,0,0,0,0,0,35,9,3|1|4
314,14077,0,1,3,0,0,0,3,3,1,0,19,2,5|5|5
315,14096,0,1,2,0,0,0,0,0,0,0,0,-1,3|5|3
316,14098,1,2,15,0,0,0,349,15,2,1,18,13,1|3|8
317,14107,1,5,16,4,16,4,21,16,5,0,2,10,10|10|3
318,14180,1,12,16,0,0,0,1668,16,12,0,0,-1,8|5|6
319,14467,0,2,3,0,0,0,2,3,1,1,100,1,7|5|2
320,14542,0,1,14,0,0,0,0,0,0,0,835,13,7|2|1
321,14573,1,14,16,0,0,0,1572,16,12,0,413,1,10|2|9
322,14586,1,1,16,1,16,1,59,16,1,2,0,15,8|4|7
323,14677,0,1,13,0,0,0,12,13,1,6,1411,12,9|3|8
324,14854,1,3,13,0,0,0,362,13,1,0,10,7,10|9|8
325,14855,0,1,13,0,0,0,0,0,0,0,0,-1,7|4|7
326,14871,0,1,10,0,0,0,0,0,0,0,14,9,6|2|6
327,14917,0,1,15,0,0,0,0,0,0,1,35,14,1|4|7
328,14966,0,1,16,0,0,0,56,16,1,0,15,15,2|8|10
329,15053,0,2,13,1,12,1,0,0,0,2,0,11,5|8|7
330,15069,0,1,15,0,0,0,179,15,1,1,54,14,8|7|1
331,15095,0,3,16,0,0,0,176,11,2,2,0,7,8|4|9
332,15140,1,1,6,0,0,0,3,6,1,1,507,5,4|9|8
333,15153,1,1,14,0,0,0,2,14,1,1,1004,13,10|2|1
334,15157,1,11,15,0,0,0,486,15,11,0,0,-1,6|9|8
335,15296,1,2,15,2,15,1,406,15,2,1,898,13,1|2|10
336,15408,0,1,7,0,0,0,13,7,1,0,312,6,2|10|2
337,15423,1,6,16,0,0,0,601,16,6,1,336,7,3|1|6
338,15424,1,5,14,0,0,0,495,14,6,0,0,-1,6|7|3
339,15440,0,1,14,0,0,0,3,14,1,6,2369,13,3|9|10
340,15485,0,1,7,0,0,0,1,7,1,0,15,6,7|10|1
341,15530,0,1,9,0,0,0,15,9,1,0,42,8,1|9|2
342,15573,1,6,14,0,0,0,343,14,6,0,304,6,6|3|5
343,15616,0,6,16,0,0,0,426,16,6,0,15,10,5|3|7
344,15662,1,1,16,0,0,0,46,16,1,2,116,15,5|6|9
345,15693,1,10,16,0,0,0,715,16,9,2,2,6,9|10|7
346,15770,1,9,16,0,0,0,817,16,9,0,0,7,7|5|3
347,15780,1,10,16,2,16,2,1935,16,9,0,0,-1,6|6|5
348,15804,0,1,10,0,0,0,1,10,1,1,39,9,10|4|10
349,15848,0,2,14,0,0,0,12,6,1,1,524,5,2|9|7
350,15907,0,1,15,0,0,0,10,15,1,1,45,14,10|2|7
351,15929,0,11,16,1,11,1,596,16,7,0,0,-1,5|7|9
352,15995,0,1,14,0,0,0,245,14,1,1,361,13,1|2|5
353,16051,0,1,6,0,0,0,146,6,1,1,16,5,9|3|4
354,16090,1,1,16,0,0,0,37,16,1,1,59,15,2|3|8
355,16104,0,1,10,0,0,0,4,10,1,0,0,-1,5|1|5
356,16111,0,1,11,0,0,0,0,0,0,0,0,-1,8|8|1
357,16127,1,1,12,2,12,1,1,12,1,2,72,11,10|2|1
358,16133,0,2,15,0,0,0,2,1,1,1,7,0,8|3|5
359,16165,0,3,15,0,0,0,131,15,3,0,50,10,3|3|6
360,16251,1,6,16,0,0,0,617,15,5,0,2,4,1|2|7
361,16327,0,1,9,0,0,0,6,9,1,0,81,8,8|1|8
362,16342,1,4,16,0,0,0,479,16,4,1,434,8,4|4|2
363,16359,0,5,15,0,0,0,55,15,5,0,104,10,10|2|9
364,16363,1,3,10,0,0,0,28,10,2,0,268,7,5|6|8
365,16366,1,15,16,0,0,0,343,16,10,0,0,-1,3|7|10
366,16393,0,3,16,0,0,0,58,16,2,0,6,13,6|1|9
367,16442,0,1,13,0,0,0,15,13,1,0,2,12,5|2|5
368,16463,1,5,12,0,0,0,205,12,5,0,10,7,9|1|1
369,16488,0,1,3,0,0,0,0,0,0,0,0,2,6|4|2
370,16522,1,8,15,0,0,0,352,15,8,0,454,3,2|10|4
371,16547,1,1,16,0,0,0,146,16,1,2,294,15,10|9|5
372,16549,0,1,5,0,0,0,0,0,0,0,4,4,2|1|1
373,16591,0,3,9,1,7,1,198,9,3,0,201,6,3|8|7
374,16646,1,3,16,6,16,3,201,16,3,0,0,-1,4|2|8
375,16766,1,16,16,0,0,0,1289,16,16,0,0,-1,10|9|1
376,16776,1,5,16,0,0,0,524,16,5,1,12,11,2|3|10
377,16780,0,10,16,0,0,0,190,16,7,0,0,-1,1|5|9
378,16793,1,2,15,0,0,0,18,15,2,1,6,8,2|5|9
379,16896,1,4,6,0,0,0,335,6,3,0,0,-1,3|1|2
380,16932,0,1,12,0,0,0,4,12,1,0,187,11,7|1|4
381,16951,1,10,16,0,0,0,432,16,10,0,36,6,7|7|2
382,16954,0,1,6,0,0,0,0,0,0,1,6,5,10|6|10
383,16956,0,9,11,4,9,2,202,11,9,0,0,-1,6|8|9
384,16957,1,10,16,0,0,0,288,16,10,0,552,6,2|2|2
385,16967,0,3,9,0,0,0,60,9,3,1,250,2,7|8|10
386,17062,1,14,16,25,16,12,1264,16,14,2,12,1,6|10|2
387,17073,1,1,11,0,0,0,0,0,0,1,5,10,3|1|5
388,17088,0,1,11,0,0,0,0,0,0,2,7,10,3|3|10
389,17097,0,1,3,0,0,0,82,3,1,1,151,2,1|3|7
390,17107,1,3,16,0,0,0,54,16,3,1,76,9,8|8|4
391,17258,1,12,16,0,0,0,2350,16,12,0,87,4,2|2|9
392,17272,0,1,16,0,0,0,0,0,0,5,220,15,3|4|3
