,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_video_day,all_action_count,last_action,all_action_day,register_type,device_type,register_day
59,2874,1,6,15,4,5,1,732,15,6,0,2,4
60,2965,0,3,15,0,0,0,354,15,3,1,1757,12
61,2993,1,16,16,15,15,12,2034,16,16,0,0,-1
62,2997,1,8,16,0,0,0,933,16,8,1,13,8
63,3007,0,1,15,0,0,0,0,0,0,4,8,14
64,3012,0,1,5,0,0,0,0,0,0,0,14,4
65,3214,1,16,16,14,15,10,1955,16,16,0,137,0
66,3227,0,1,16,0,0,0,0,0,0,5,1138,15
67,3326,0,1,16,0,0,0,1,16,1,0,46,15
68,3446,1,6,16,0,0,0,133,16,6,1,10,8
69,3470,1,1,16,0,0,0,177,16,1,0,49,15
70,3541,1,3,16,0,0,0,399,16,3,1,19,12
71,3579,0,4,15,0,0,0,81,15,4,1,140,6
72,3598,1,2,14,2,6,1,36,14,2,0,8,5
73,3635,1,4,16,0,0,0,88,15,3,2,15,10
74,3662,0,2,12,0,0,0,30,12,2,2,41,10
75,3666,0,2,14,0,0,0,16,14,2,0,34,12
76,3678,1,13,16,2,6,1,428,16,12,0,0,-1
77,3684,0,1,15,0,0,0,0,0,0,3,4047,14
78,3780,0,1,7,0,0,0,42,7,1,0,0,6
79,3812,1,13,16,0,0,0,1261,16,13,0,59,3
80,3814,1,5,16,2,16,1,211,16,4,1,3345,4
81,3852,0,1,16,0,0,0,1,16,1,1,6,15
82,3856,1,4,16,0,0,0,0,0,0,0,0,-1
83,3909,0,3,7,0,0,0,22,7,3,6,718,4
84,3916,0,5,7,0,0,0,366,7,5,0,417,0
85,3966,1,3,4,3,4,2,10,4,3,0,213,1
86,3970,0,1,8,0,0,0,0,0,0,1,2,7
87,3971,0,2,3,0,0,0,240,3,2,0,492,1
88,4014,0,1,1,0,0,0,80,1,1,0,0,-1
89,4024,0,1,16,0,0,0,0,0,0,5,61,15
90,4165,1,11,16,0,0,0,686,16,10,0,0,-1
91,4183,1,1,9,0,0,0,1,9,1,2,1586,8
92,4203,1,2,16,0,0,0,99,16,2,1,1146,14
93,4250,0,1,16,0,0,0,0,0,0,1,1435,15
94,4295,1,11,16,0,0,0,1535,16,11,0,7,3
95,4436,1,3,16,0,0,0,1094,16,3,0,8,13
96,4458,1,2,16,0,0,0,83,16,2,0,463,6
97,4529,0,2,5,0,0,0,8,5,2,0,0,-1
98,4549,0,5,15,0,0,0,62,15,5,0,6,8
99,4662,0,1,2,0,0,0,0,0,0,0,0,-1
100,4707,1,5,12,0,0,0,394,12,5,1,20,3
101,4753,1,2,16,0,0,0,530,16,2,0,9,14
102,4764,1,2,15,0,0,0,83,15,2,1,26,13
103,4766,1,3,14,0,0,0,506,14,3,2,0,11
104,4827,1,7,16,0,0,0,809,16,7,0,22,9
105,4949,0,2,12,0,0,0,14,12,1,1,1089,10
106,4962,1,1,16,0,0,0,353,16,1,1,73,15
107,5100,0,1,7,0,0,0,2,7,1,1,16,6
108,5161,1,7,16,0,0,0,736,16,7,0,97,8
109,5173,0,2,10,0,0,0,21,10,2,0,0,1
110,5176,0,1,16,0,0,0,61,16,1,2,2120,15
111,5292,1,10,16,0,0,0,452,16,10,2,35,4
112,5311,1,4,15,0,0,0,387,15,4,0,255,11
113,5316,0,1,15,0,0,0,0,0,0,0,7,14
114,5320,1,6,16,1,16,1,635,16,6,0,506,10
115,5337,0,1,15,0,0,0,1,15,1,0,13,14
116,5390,0,4,4,0,0,0,11,3,3,1,68,0
117,5411,1,2,14,0,0,0,6,13,1,0,14,12
118,5428,0,2,5,0,0,0,17,3,1,0,23,2
119,5494,0,2,4,0,0,0,199,4,3,0,124,0
120,5519,0,2,10,0,0,0,61,10,2,2,8,8
121,5555,0,1,16,1,16,1,9,16,1,1,3,15
122,5574,0,6,8,0,0,0,48,8,5,0,26,2
123,5648,0,2,10,0,0,0,26,9,1,0,104,8
124,5763,1,12,16,0,0,0,390,16,12,0,5,4
125,5773,0,1,15,0,0,0,51,15,1,1,42,14
126,5920,1,2,16,7,16,2,545,16,2,1,1185,14
127,6006,0,6,15,0,0,0,26,15,4,1,40,1
128,6134,0,1,12,0,0,0,3,12,1,1,369,11
129,6213,0,1,9,0,0,0,26,9,1,0,29,8
130,6337,0,1,10,0,0,0,0,0,0,4,27,9
131,6416,0,1,9,0,0,0,0,0,0,1,72,8
132,6442,0,1,13,0,0,0,63,13,1,0,0,12
133,6478,1,16,16,0,0,0,3568,16,16,0,0,-1
134,6616,1,3,12,0,0,0,1,8,1,0,2548,2
135,6694,1,8,12,0,0,0,228,12,8,0,0,-1
136,6749,0,1,12,0,0,0,1,12,1,0,1893,11
137,6784,0,3,9,2,7,1,32,9,3,1,35,6
138,6912,0,1,7,0,0,0,45,7,1,1,129,6
139,6991,1,2,16,0,0,0,115,16,2,1,385,14
140,7063,1,5,16,0,0,0,400,16,5,0,9,11
141,7129,0,1,10,3,10,1,14,10,1,4,2,9
142,7289,1,5,14,0,0,0,329,14,5,0,0,-1
143,7309,0,2,11,0,0,0,20,9,1,1,19,8
144,7313,0,7,15,0,0,0,312,15,6,2,11,5
145,7333,0,2,11,0,0,0,13,11,2,2,256,4
146,7377,0,3,16,0,0,0,33,16,3,0,16,0
147,7415,0,1,12,0,0,0,5,12,1,2,7,11
148,7441,0,7,15,0,0,0,1209,10,4,1,290,6
149,7452,0,2,15,4,15,1,393,15,2,0,10,13
150,7505,1,5,15,0,0,0,176,15,5,0,7,6
151,7573,1,2,15,0,0,0,717,15,2,1,751,13
152,7593,1,1,8,0,0,0,0,0,0,0,0,-1
153,7675,0,1,16,0,0,0,6,16,1,0,287,15
154,7746,1,8,14,0,0,0,781,14,8,4,208,4
155,7839,0,1,6,0,0,0,69,6,1,0,4,5
156,7877,0,1,15,0,0,0,103,15,1,0,222,14
157,7936,1,16,16,0,0,0,1632,16,16,0,0,-1
158,7946,1,3,13,0,0,0,715,12,2,0,179,10
159,7985,1,5,9,0,0,0,131,9,5,0,0,-1
160,8162,1,9,16,1,13,1,241,13,4,0,0,-1
161,8234,1,7,16,0,0,0,430,16,7,0,0,-1
162,8238,0,2,15,0,0,0,426,15,2,0,45,10
163,8247,1,11,16,1,12,1,1544,16,11,0,0,-1
164,8369,1,1,16,0,0,0,673,16,1,0,75,15
165,8550,1,15,16,0,0,0,452,16,16,0,0,-1
166,8709,0,3,13,2,12,2,347,13,3,1,70,10
167,8770,0,1,6,0,0,0,3,6,1,1,26,5
168,8784,0,3,12,0,0,0,222,12,3,0,19,9
169,8817,1,4,14,15,14,4,545,14,4,4,2,10
170,8968,1,2,14,0,0,0,67,13,1,0,21,12
171,9014,1,4,16,0,0,0,187,16,4,1,14,6
172,9059,0,4,16,0,0,0,55,16,4,0,0,-1
173,9077,1,13,16,2,15,2,920,16,13,0,0,-1
174,9105,1,8,10,0,0,0,176,10,7,2,15,1
175,9173,0,1,6,0,0,0,5,6,1,1,3003,5
176,9264,1,3,15,1,13,1,206,15,3,0,29,12
177,9265,0,1,14,0,0,0,23,14,1,1,9,13
178,9321,1,6,16,0,0,0,1528,16,6,2,7,10
179,9338,1,1,11,0,0,0,12,11,1,0,18,10
180,9340,0,1,3,0,0,0,0,0,0,0,72,2
181,9375,0,3,12,5,8,2,0,0,0,0,8,6
182,9400,1,5,15,0,0,0,987,15,5,0,91,7
183,9415,0,1,7,0,0,0,0,0,0,5,223,6
184,9473,0,2,15,0,0,0,6,6,1,0,16,5
185,9498,1,6,16,0,0,0,53,16,6,0,408,2
186,9510,0,1,10,1,10,1,8,10,1,2,29,9
187,9513,1,14,16,0,0,0,1756,16,11,0,0,-1
188,9514,0,7,8,0,0,0,366,8,7,0,0,-1
189,9527,1,4,16,0,0,0,229,16,4,0,76,12
190,9532,0,2,13,0,0,0,58,13,2,2,0,11
191,9553,1,6,16,14,16,4,2498,16,6,0,21,10
192,9554,0,1,13,0,0,0,18,13,1,3,10,12
193,9620,0,1,12,1,12,1,63,12,1,1,17,11
194,9723,0,1,15,0,0,0,4,15,1,1,18,14
195,9734,0,4,12,0,0,0,600,12,4,1,142,5
196,9788,1,16,16,1,10,1,1506,16,16,2,2743,0
197,9799,0,1,5,0,0,0,90,5,1,1,50,4
198,9809,0,3,13,0,0,0,2,13,2,1,198,5
199,9816,1,16,16,0,0,0,561,16,16,0,0,-1
200,9851,0,2,15,0,0,0,0,0,0,2,993,13
201,9924,1,8,16,0,0,0,125,16,7,0,304,7
202,9962,0,1,6,0,0,0,0,0,0,0,0,5
203,10079,0,4,16,0,0,0,78,16,4,0,0,-1
204,10106,0,1,16,1,16,1,34,16,1,1,10,15
205,10142,0,1,2,0,0,0,3,2,1,1,2,1
206,10195,1,2,16,0,0,0,598,16,2,0,39,14
207,10204,1,2,16,0,0,0,504,16,2,0,333,14
208,10260,0,1,8,0,0,0,12,8,1,0,120,7
209,10278,1,8,16,0,0,0,68,16,6,0,65,2
210,10385,0,1,11,0,0,0,1,11,1,0,5,10
211,10399,1,1,16,0,0,0,71,16,1,1,260,15
212,10442,0,1,7,1,7,1,229,7,1,1,743,6
213,10451,0,1,1,0,0,0,19,2,2,1,457,0
214,10578,0,2,9,1,9,1,199,9,2,1,26,7
215,10604,0,1,6,0,0,0,56,6,1,1,190,5
216,10647,1,5,11,0,0,0,23,11,5,0,0,-1
217,10666,1,2,14,0,0,0,7,14,2,0,105,11
218,10667,0,1,15,0,0,0,100,15,1,2,594,14
219,10701,1,1,15,0,0,0,0,0,0,2,25382,14
220,10729,0,1,12,0,0,0,0,0,0,2,8,11
221,10736,1,1,16,0,0,0,181,16,1,1,46,15
222,10776,1,3,14,0,0,0,287,14,3,1,3410,5
223,10788,0,1,11,0,0,0,11,11,1,0,627,10
224,10807,1,7,16,0,0,0,675,16,6,0,8,9
225,10825,0,1,1,0,0,0,0,0,0,0,0,-1
226,10868,0,1,12,0,0,0,52,12,1,6,961,11
227,10892,1,7,16,0,0,0,540,16,6,0,652,9
228,10913,0,1,2,0,0,0,0,0,0,0,97,1
229,10945,1,3,16,0,0,0,190,16,3,1,477,12
230,10964,1,5,12,4,11,3,47,11,4,3,0,4
231,11004,1,14,16,0,0,0,2819,16,14,0,0,-1
232,11020,1,3,16,0,0,0,188,16,3,0,14,13
233,11076,1,2,14,0,0,0,28,14,2,1,191,5
234,11077,1,2,16,0,0,0,154,16,2,0,62,14
235,11125,0,1,2,0,0,0,0,0,0,5,10,1
236,11144,1,7,16,0,0,0,1715,16,7,0,10,8
237,11185,0,4,15,0,0,0,188,15,4,1,471,11
238,11269,0,1,6,0,0,0,3,6,1,0,31,5
239,11281,0,5,16,0,0,0,393,16,5,0,368,11
240,11335,0,3,8,1,7,1,139,8,3,0,63,5
241,11388,1,4,16,0,0,0,945,16,4,2,10,12
242,11397,1,4,15,0,0,0,67,15,3,0,5,8
243,11424,0,1,9,0,0,0,0,0,0,1,167,8
244,11494,0,1,7,0,0,0,27,7,1,0,0,6
245,11509,1,4,8,0,0,0,410,8,4,0,0,-1
246,11520,1,5,13,0,0,0,71,13,4,2,97,2
247,11561,0,1,16,0,0,0,0,0,0,2,2,15
248,11597,0,1,14,0,0,0,66,14,1,0,0,-1
249,11608,0,5,7,0,0,0,108,7,5,0,0,-1
250,11613,0,1,14,0,0,0,27,14,1,1,41,13
251,11663,1,4,16,0,0,0,252,16,4,0,6898,11
252,11672,1,8,16,0,0,0,573,16,7,0,0,-1
253,11680,1,10,14,0,0,0,169,12,9,0,19,0
254,11706,1,2,16,0,0,0,48,15,1,2,15,14
255,11725,1,5,16,0,0,0,75,16,5,0,87,11
256,11739,1,6,14,0,0,0,7,14,2,1,12,4
257,11755,0,2,9,0,0,0,18,9,2,2,7,7
258,11761,1,7,14,0,0,0,146,14,7,0,0,-1
259,11780,1,4,16,4,16,1,403,16,4,1,295,10
260,11782,1,2,14,0,0,0,25,14,2,0,0,12
261,11823,1,5,15,0,0,0,150,15,4,0,0,-1
262,11861,1,2,15,0,0,0,88,15,2,1,151,13
263,11877,0,1,13,0,0,0,1,13,1,1,1072,12
264,11892,1,11,16,0,0,0,1156,16,11,0,0,-1
265,12011,0,1,13,0,0,0,0,0,0,1,116,12
266,12017,0,7,11,0,0,0,258,11,7,0,82,1
267,12090,0,1,4,0,0,0,2,4,1,1,2,3
268,12105,0,1,5,0,0,0,14,5,1,2,4,4
269,12127,0,9,16,0,0,0,603,16,9,2,9212,5
270,12209,0,2,6,2,6,1,55,6,2,0,0,-1
271,12354,1,3,11,0,0,0,108,11,3,0,0,-1
272,12413,0,1,6,0,0,0,0,0,0,4,393,5
273,12433,1,10,16,0,0,0,69,16,7,0,0,-1
274,12438,1,3,15,0,0,0,510,15,3,0,292,8
275,12506,0,4,14,0,0,0,357,14,4,1,21,10
276,12533,0,1,12,0,0,0,0,0,0,2,75438,11
277,12633,0,1,11,0,0,0,4,11,1,1,91,10
278,12642,1,8,16,0,0,0,668,16,8,0,77,4
279,12697,1,15,16,2,14,2,2085,16,15,2,12,1
280,12708,0,1,13,0,0,0,0,0,0,0,8,12
281,12750,0,1,9,0,0,0,22,9,1,1,4495,8
282,12829,1,4,16,1,14,1,86,16,4,0,0,12
283,12833,0,1,14,0,0,0,3,14,1,6,694,13
284,12886,1,8,16,0,0,0,725,16,6,1,75,7
285,12917,0,2,7,0,0,0,343,7,2,0,37,5
286,12929,0,2,15,0,0,0,47,15,2,0,0,-1
287,12967,1,1,15,0,0,0,1,15,1,1,353,14
288,13094,0,2,13,0,0,0,45,13,2,1,41,11
289,13103,0,1,6,0,0,0,6,6,1,0,5,5
290,13153,0,1,6,0,0,0,46,6,1,2,31,5
291,13204,0,1,13,0,0,0,0,0,0,2,18870,12
292,13216,0,1,6,0,0,0,110,6,1,0,50,5
293,13224,1,5,16,5,16,4,356,16,5,0,0,-1
294,13279,1,16,16,0,0,0,0,0,0,0,0,-1
295,13345,0,1,1,0,0,0,2,1,1,0,0,-1
296,13362,1,7,16,0,0,0,507,16,7,2,263,7
297,13368,1,2,15,0,0,0,212,15,2,0,157,13
298,13442,1,2,14,0,0,0,8,14,2,0,3,12
299,13493,1,2,16,0,0,0,1118,16,2,0,94,14
300,13496,1,10,16,0,0,0,590,16,10,0,8,6
301,13512,1,2,14,0,0,0,29,14,2,1,5,8
302,13608,0,1,14,0,0,0,84,14,1,2,2,13
303,13655,1,8,15,0,0,0,613,15,7,0,150,2
304,13765,1,7,16,0,0,0,134,16,6,1,5,1
305,13776,1,9,16,0,0,0,623,16,9,1,270,5
306,13781,0,7,9,1,4,1,970,9,7,0,0,-1
307,13785,1,1,15,0,0,0,183,15,1,0,427,14
308,13891,1,5,16,1,13,1,187,16,5,0,659,0
309,13919,0,1,13,0,0,0,131,13,1,2,555,12
310,13943,0,2,13,0,0,0,77,13,2,0,76,10
311,14010,1,4,16,0,0,0,470,16,4,0,22,12
312,14031,1,15,16,0,0,0,1817,16,15,0,0,-1
313,14070,0,1,10,0,0,0,0,0,0,0,35,9
314,14077,0,1,3,0,0,0,3,3,1,0,19,2
315,14096,0,1,2,0,0,0,0,0,0,0,0,-1
316,14098,1,2,15,0,0,0,349,15,2,1,18,13
317,14107,1,5,16,4,16,4,21,16,5,0,2,10
318,14180,1,12,16,0,0,0,1668,16,12,0,0,-1
319,14467,0,2,3,0,0,0,2,3,1,1,100,1
320,14542,0,1,14,0,0,0,0,0,0,0,835,13
321,14573,1,14,16,0,0,0,1572,16,12,0,413,1
322,14586,1,1,16,1,16,1,59,16,1,2,0,15
323,14677,0,1,13,0,0,0,12,13,1,6,1411,12
324,14854,1,3,13,0,0,0,362,13,1,0,10,7
325,14855,0,1,13,0,0,0,0,0,0,0,0,-1
326,14871,0,1,10,0,0,0,0,0,0,0,14,9
327,14917,0,1,15,0,0,0,0,0,0,1,35,14
328,14966,0,1,16,0,0,0,56,16,1,0,15,15
329,15053,0,2,13,1,12,1,0,0,0,2,0,11
330,15069,0,1,15,0,0,0,179,15,1,1,54,14
331,15095,0,3,16,0,0,0,176,11,2,2,0,7
332,15140,1,1,6,0,0,0,3,6,1,1,507,5
333,15153,1,1,14,0,0,0,2,14,1,1,1004,13
334,15157,1,11,15,0,0,0,486,15,11,0,0,-1
335,15296,1,2,15,2,15,1,406,15,2,1,898,13
336,15408,0,1,7,0,0,0,13,7,1,0,312,6
337,15423,1,6,16,0,0,0,601,16,6,1,336,7
338,15424,1,5,14,0,0,0,495,14,6,0,0,-1
339,15440,0,1,14,0,0,0,3,14,1,6,2369,13
340,15485,0,1,7,0,0,0,1,7,1,0,15,6
341,15530,0,1,9,0,0,0,15,9,1,0,42,8
342,15573,1,6,14,0,0,0,343,14,6,0,304,6
343,15616,0,6,16,0,0,0,426,16,6,0,15,10
344,15662,1,1,16,0,0,0,46,16,1,2,116,15
345,15693,1,10,16,0,0,0,715,16,9,2,2,6
346,15770,1,9,16,0,0,0,817,16,9,0,0,7
347,15780,1,10,16,2,16,2,1935,16,9,0,0,-1
348,15804,0,1,10,0,0,0,1,10,1,1,39,9
349,15848,0,2,14,0,0,0,12,6,1,1,524,5
350,15907,0,1,15,0,0,0,10,15,1,1,45,14
351,15929,0,11,16,1,11,1,596,16,7,0,0,-1
352,15995,0,1,14,0,0,0,245,14,1,1,361,13
353,16051,0,1,6,0,0,0,146,6,1,1,16,5
354,16090,1,1,16,0,0,0,37,16,1,1,59,15
355,16104,0,1,10,0,0,0,4,10,1,0,0,-1
356,16111,0,1,11,0,0,0,0,0,0,0,0,-1
357,16127,1,1,12,2,12,1,1,12,1,2,72,11
358,16133,0,2,15,0,0,0,2,1,1,1,7,0
359,16165,0,3,15,0,0,0,131,15,3,0,50,10
360,16251,1,6,16,0,0,0,617,15,5,0,2,4
361,16327,0,1,9,0,0,0,6,9,1,0,81,8
362,16342,1,4,16,0,0,0,479,16,4,1,434,8
363,16359,0,5,15,0,0,0,55,15,5,0,104,10
364,16363,1,3,10,0,0,0,28,10,2,0,268,7
365,16366,1,15,16,0,0,0,343,16,10,0,0,-1
366,16393,0,3,16,0,0,0,58,16,2,0,6,13
367,16442,0,1,13,0,0,0,15,13,1,0,2,12
368,16463,1,5,12,0,0,0,205,12,5,0,10,7
369,16488,0,1,3,0,0,0,0,0,0,0,0,2
370,16522,1,8,15,0,0,0,352,15,8,0,454,3
371,16547,1,1,16,0,0,0,146,16,1,2,294,15
372,16549,0,1,5,0,0,0,0,0,0,0,4,4
373,16591,0,3,9,1,7,1,198,9,3,0,201,6
374,16646,1,3,16,6,16,3,201,16,3,0,0,-1
375,16766,1,16,16,0,0,0,1289,16,16,0,0,-1
376,16776,1,5,16,0,0,0,524,16,5,1,12,11
377,16780,0,10,16,0,0,0,190,16,7,0,0,-1
378,16793,1,2,15,0,0,0,18,15,2,1,6,8
379,16896,1,4,6,0,0,0,335,6,3,0,0,-1
380,16932,0,1,12,0,0,0,4,12,1,0,187,11
381,16951,1,10,16,0,0,0,432,16,10,0,36,6
382,16954,0,1,6,0,0,0,0,0,0,1,6,5
383,16956,0,9,11,4,9,2,202,11,9,0,0,-1
384,16957,1,10,16,0,0,0,288,16,10,0,552,6
385,16967,0,3,9,0,0,0,60,9,3,1,250,2
386,17062,1,14,16,25,16,12,1264,16,14,2,12,1
387,17073,1,1,11,0,0,0,0,0,0,1,5,10
388,17088,0,1,11,0,0,0,0,0,0,2,7,10
389,17097,0,1,3,0,0,0,82,3,1,1,151,2
390,17107,1,3,16,0,0,0,54,16,3,1,76,9
391,17258,1,12,16,0,0,0,2350,16,12,0,87,4
392,17272,0,1,16,0,0,0,0,0,0,5,220,15
393,17296,1,8,15,1,7,1,90,14,6,0,0,-1
394,17305,1,7,16,0,0,0,725,16,7,2,2,9
395,17336,0,1,1,0,0,0,0,0,0,0,0,-1
396,17365,0,4,15,0,0,0,54,14,3,0,1989,11
397,17487,1,16,16,0,0,0,2804,16,16,0,0,-1
398,17492,1,8,16,0,0,0,812,16,8,1,929,5
399,17502,1,4,16,0,0,0,1305,16,4,0,449,12
400,17620,0,2,5,0,0,0,277,5,2,0,0,-1
401,17626,0,5,11,0,0,0,85,11,4,1,14,0
402,17645,1,2,16,0,0,0,90,16,2,0,25,13
403,17648,0,1,2,0,0,0,6,2,1,0,5,1
404,17751,1,2,7,0,0,0,28,7,2,0,0,-1
405,17793,0,2,13,0,0,0,19,4,1,0,6,3
406,17845,1,1,11,0,0,0,5,11,1,0,3,10
407,17921,0,5,12,0,0,0,788,12,4,0,28,7
408,17964,0,1,5,0,0,0,10,5,1,0,0,4
409,18017,1,11,16,0,0,0,778,16,11,0,0,-1
410,18029,1,5,16,0,0,0,113,16,5,1,1395,11
411,18038,0,1,15,0,0,0,1,15,1,0,565,14
412,18052,0,2,16,0,0,0,1,16,1,1,10,14
413,18106,1,2,16,0,0,0,14,16,2,0,377,14
414,18137,1,4,16,3,13,1,242,16,4,2,5,11
415,18151,0,1,16,0,0,0,0,0,0,2,44620,15
416,18184,0,1,15,0,0,0,3,15,1,0,8,14
417,18341,1,1,12,0,0,0,7,12,1,0,4987,11
418,18352,0,1,4,0,0,0,5,4,1,0,7,3
419,18456,0,2,16,0,0,0,65,16,2,1,114,14
420,18568,1,11,15,0,0,0,269,15,9,0,10,1
421,18583,1,7,16,0,0,0,1264,16,7,0,13,9
422,18668,0,1,16,0,0,0,21,16,1,1,36,15
423,18695,0,1,7,0,0,0,24,7,1,2,10,6
424,18728,0,1,15,0,0,0,1,15,1,0,0,14
425,18764,1,1,16,0,0,0,21,16,1,2,0,15
426,18852,1,10,16,0,0,0,1037,16,10,0,0,-1
427,18924,0,4,10,0,0,0,87,10,2,1,231,4
428,18988,0,1,15,0,0,0,2,15,1,0,18,14
429,19029,0,3,16,0,0,0,142,16,3,0,0,-1
430,19109,1,1,15,0,0,0,9,15,1,6,6182,14
431,19193,1,9,16,11,16,7,4142,16,9,2,97,7
432,19223,0,1,16,0,0,0,0,0,0,4,122,15
433,19229,1,2,4,0,0,0,183,4,2,1,7,2
434,19245,1,6,15,0,0,0,739,15,6,0,0,-1
435,19293,0,2,5,0,0,0,22,5,1,1,412,3
436,19326,1,15,16,6,9,4,1747,16,15,0,0,-1
437,19423,1,6,16,0,0,0,1152,16,6,1,2207,10
438,19457,0,2,16,0,0,0,498,16,2,0,0,13
439,19462,1,12,16,0,0,0,238,16,11,0,0,-1
440,19526,1,8,15,0,0,0,423,15,7,0,15,0
441,19629,1,2,16,0,0,0,342,16,2,0,0,-1
442,19682,0,1,6,0,0,0,0,0,0,0,27,5
443,19727,0,1,4,0,0,0,17,4,1,1,24,3
444,19805,1,10,12,4,12,3,960,13,11,0,0,-1
445,19855,0,5,15,0,0,0,738,15,4,0,17,6
446,19887,1,11,16,0,0,0,633,16,11,0,24,5
447,19890,0,1,7,0,0,0,0,0,0,0,0,-1
448,19963,1,4,14,0,0,0,35,14,3,1,47,9
449,20033,1,9,16,2,15,1,1814,16,8,1,237,5
450,20100,1,6,16,1,8,1,672,16,5,0,255,7
451,20127,0,2,10,0,0,0,71,10,2,0,61,8
452,20221,0,10,11,3,2,2,1929,11,10,1,38,0
453,20239,1,1,15,0,0,0,27,15,1,1,6,14
454,20242,1,1,11,0,0,0,5,11,1,0,4,10
455,20255,1,14,16,0,0,0,2165,16,14,1,138,1
456,20302,1,8,16,0,0,0,139,16,6,0,50,6
457,20309,1,9,16,0,0,0,661,16,9,0,0,5
458,20535,1,5,10,0,0,0,40,7,2,0,180,2
459,20568,0,5,11,0,0,0,646,11,5,1,165,3
460,20586,1,1,6,0,0,0,2,6,1,1,248,5
461,20617,0,1,15,0,0,0,95,15,1,2,31,14
462,20624,1,13,16,0,0,0,648,16,13,0,58,3
463,20686,1,4,15,0,0,0,127,13,3,2,2,5
464,20688,0,2,9,0,0,0,0,0,0,1,12,7
465,20743,0,3,15,1,12,1,81,15,3,1,6425,11
466,20746,1,8,9,0,0,0,1479,9,9,0,88,0
467,20760,0,1,6,0,0,0,0,0,0,0,0,5
468,20831,1,14,16,0,0,0,149,16,13,0,0,-1
469,20924,0,3,14,0,0,0,49,14,3,1,8429,5
470,20977,0,1,2,0,0,0,26,2,1,4,107,1
471,21053,1,6,15,0,0,0,486,15,6,1,78,9
472,21084,1,6,10,0,0,0,261,10,6,1,192,4
